Low Income Solar House,Low Income Solar Apartment,Mid Income Solar House,Mid Income Solar Apartment,High Income Solar House,High Income Solar Apartment,Total Solar Panels,Global Adoption Rate,Clustering Score,Moran's I,Between-Class Gini
187,19,642,13,520,2,1383,0.1383,0.2600370284161891,0.07088865755290175,0.27379562688898335
190,20,645,13,522,2,1392,0.1392,0.2618763355823025,0.07109553310930226,0.2720654370246704
190,20,650,13,525,2,1400,0.14,0.2627263314495074,0.07149120911627223,0.27249780182784367
191,20,654,13,527,2,1407,0.1407,0.26424316687661886,0.07168040293040294,0.27217443945516634
193,20,657,13,528,2,1413,0.1413,0.26462470516333025,0.07166836785668958,0.2711049973503141
194,20,661,13,531,2,1421,0.1421,0.2661756984695674,0.07203891028912794,0.2711784147282268
195,20,667,13,534,2,1431,0.1431,0.26760676148359847,0.07161110168239146,0.27096074190415437
195,20,671,13,537,2,1438,0.1438,0.2690131750020329,0.07294470785276873,0.27153249987609307
197,20,671,13,539,2,1442,0.1442,0.2699899020732354,0.07408272876183666,0.27130052932352805
198,20,674,13,544,2,1451,0.1451,0.27069170764822936,0.0749172139412407,0.27227193101806524
202,20,676,14,548,2,1462,0.1462,0.27230929458669184,0.07463256521444812,0.2713829332425293
204,20,682,14,551,2,1473,0.1473,0.27251084326203295,0.07470673689272002,0.27068366739256106
205,20,684,14,551,2,1476,0.1476,0.27434281382721004,0.07600316402447249,0.26991738286180267
205,20,685,14,554,2,1480,0.148,0.27424578879247347,0.07558040027474769,0.2708963470620101
207,20,688,14,556,2,1487,0.1487,0.2757326960357263,0.07681853680305692,0.2702549730602352
207,20,690,14,562,2,1495,0.1495,0.27687459336823034,0.07709091151350415,0.272189112138431
208,20,691,14,567,2,1502,0.1502,0.2792526177526178,0.07792208044638012,0.2733968985992454
211,20,696,14,572,2,1515,0.1515,0.28179750593828584,0.08013487483447469,0.27309014901369233
212,20,699,14,575,2,1522,0.1522,0.2829245662962768,0.08056820233827806,0.27328510701739894
213,20,702,14,578,2,1529,0.1529,0.2847754334001878,0.08172809560825452,0.27347822503771474
215,20,706,15,580,2,1538,0.1538,0.28481038637288636,0.08157403598580074,0.2725766369027502
215,20,708,15,583,2,1543,0.1543,0.2859654261665942,0.08275153783147723,0.27337024192367404
217,20,714,15,585,2,1553,0.1553,0.2873712915782548,0.08399191127323809,0.2723431937641793
219,20,714,15,590,2,1560,0.156,0.28865442074684694,0.08437692576806047,0.273179263483226
220,20,718,15,592,2,1567,0.1567,0.28771120253548366,0.08332228139843052,0.2728866107770875
222,20,721,15,594,2,1574,0.1574,0.28743346877888865,0.08262326423407172,0.27227363755269013
224,20,729,15,596,2,1586,0.1586,0.2879685847962363,0.08310684819876482,0.2710110422532786
224,21,732,15,600,2,1594,0.1594,0.29089904895495344,0.08381538130796873,0.2715515707697456
225,22,735,15,605,2,1604,0.1604,0.2918874820560214,0.08427222173940187,0.2719814879773499
226,22,737,15,609,2,1611,0.1611,0.29098361413463963,0.08285843761870562,0.2726394817694054
229,22,740,15,610,2,1618,0.1618,0.29209380416063585,0.08459963182044321,0.2712630810415207
229,23,741,15,612,2,1622,0.1622,0.2931882280956355,0.08518775922791627,0.2713712441838343
231,23,746,15,615,2,1632,0.1632,0.2940933180657107,0.08489827227770017,0.27086825492598515
231,23,749,16,619,2,1640,0.164,0.29482305274429815,0.08501346946673059,0.2717038302116335
232,23,751,16,620,2,1644,0.1644,0.295074435984911,0.08489610472059618,0.2713495872302163
234,23,753,17,625,2,1654,0.1654,0.29532140075420943,0.0846052981189807,0.2717676523997777
236,23,755,18,629,2,1663,0.1663,0.29517760485550976,0.08382066327658381,0.271851173472176
237,23,756,18,629,2,1665,0.1665,0.2957747053507727,0.0841012423010089,0.2712967646023829
238,23,759,20,634,2,1676,0.1676,0.2968597445299954,0.08337294294066659,0.27188899462992877
240,23,760,20,636,2,1681,0.1681,0.29821910602136925,0.08338683904779377,0.2715661770165038
240,23,766,21,641,2,1693,0.1693,0.2985058374177239,0.08253496484627579,0.27232796490333566
241,23,768,21,641,2,1696,0.1696,0.29934617396246677,0.08299317814251332,0.27166071793052443
241,23,775,21,642,2,1704,0.1704,0.2999941467332772,0.08239403918968333,0.27112999782340674
241,23,776,21,647,2,1710,0.171,0.3015886712168913,0.08453373475374401,0.27261361493437297
241,23,779,21,647,2,1713,0.1713,0.3025307522531368,0.0845986030948879,0.2722490437592313
243,23,782,21,650,2,1721,0.1721,0.3040460250756935,0.08498143181274853,0.2720090486284959
243,23,785,21,654,2,1728,0.1728,0.3045544660695298,0.0862239353415512,0.2729160552604893
245,23,786,21,657,2,1734,0.1734,0.30465209988882047,0.08600792565351162,0.2729151636423602
247,23,788,22,660,2,1742,0.1742,0.30513586509276164,0.08669514063549408,0.272675185987719
247,23,788,22,662,2,1744,0.1744,0.30560834592120467,0.08694884870101523,0.27330160113285357
247,23,790,22,667,2,1751,0.1751,0.3067784178847644,0.08787811985781711,0.274619705709575
249,23,793,22,670,2,1759,0.1759,0.30699712290492026,0.08756463205212876,0.2743746279943185
249,23,797,22,671,2,1764,0.1764,0.3082956644818166,0.08720906817117982,0.27420849254533736
249,23,799,22,676,2,1771,0.1771,0.30916595809190495,0.08709894412520057,0.2755067627957836
251,23,799,22,680,2,1777,0.1777,0.30928990414905905,0.08654777905585981,0.2759191441373707
252,23,803,22,680,2,1782,0.1782,0.3101622394459473,0.08747751839820885,0.275045013594029
252,23,804,22,685,2,1788,0.1788,0.31108794620832697,0.08757113994485437,0.2764429496142573
254,23,810,22,692,2,1803,0.1803,0.3139815933958077,0.08743893671915937,0.27704344726297103
256,23,814,22,695,2,1812,0.1812,0.31445228037769474,0.08816983616482295,0.2766789605899662
257,23,816,22,699,2,1819,0.1819,0.31558664230651023,0.08898048080619851,0.27723933081981017
257,23,821,22,701,2,1826,0.1826,0.3167488472175972,0.08946680072030493,0.27725163758448107
259,23,825,22,702,2,1833,0.1833,0.31706300253542197,0.08963200290162138,0.27630235166529493
262,23,830,22,704,2,1843,0.1843,0.3184647192387551,0.08980813195880012,0.27515065915252146
262,23,832,23,707,2,1849,0.1849,0.3195062652561299,0.08990943120897912,0.2756899380178767
263,23,834,23,709,2,1854,0.1854,0.32032224734708536,0.09046085251738158,0.2756608102066093
263,23,837,24,711,2,1860,0.186,0.3227356052033124,0.0920469473457521,0.27579134082149254
264,23,838,24,715,2,1866,0.1866,0.32408601174695595,0.09212010504632885,0.2764541814579136
265,23,838,24,718,2,1870,0.187,0.3244779964266046,0.09254879010821285,0.27693671067567677
265,23,840,24,723,2,1877,0.1877,0.3249201568801569,0.09176036645152885,0.27814680865399327
265,23,842,24,726,2,1882,0.1882,0.3261621372126691,0.09209166339195075,0.27877759358979065
266,23,844,24,730,2,1889,0.1889,0.3268270018270018,0.09221402491215856,0.2793078187024059
266,23,846,24,735,2,1896,0.1896,0.32778802799922124,0.09171505220621623,0.2804934366221934
266,23,850,24,743,2,1908,0.1908,0.3296821867650829,0.09204656513826771,0.28227893140237104
266,23,852,25,747,2,1915,0.1915,0.33037075168544067,0.09144035335004681,0.283049796012479
269,23,855,25,751,2,1925,0.1925,0.33029226508165666,0.09064296212384829,0.2826936507103593
271,23,855,25,754,2,1930,0.193,0.33049609450024386,0.09053799642401042,0.2827713844797472
272,23,856,25,760,3,1939,0.1939,0.3319126278986888,0.0905370491865818,0.28419732839540296
273,23,858,26,762,3,1945,0.1945,0.33235918024904126,0.09082498259450471,0.28403719480283796
273,24,860,26,768,3,1954,0.1954,0.3334043219417195,0.09022448786701533,0.28506495918793656
273,24,863,26,772,3,1961,0.1961,0.33361129256994493,0.09035423746267118,0.28580481154967385
273,24,864,26,774,3,1964,0.1964,0.33418001468460184,0.09034786758528975,0.28622760143896436
273,24,867,26,778,3,1971,0.1971,0.33388175365067185,0.08983829866351686,0.2869586503513646
276,24,871,26,780,3,1980,0.198,0.3351530098370341,0.09157755823147672,0.28595707830983025
276,24,874,26,783,3,1986,0.1986,0.3357883477969163,0.09096587966618279,0.28642057628377415
279,24,875,26,788,3,1995,0.1995,0.3359351553280304,0.09103021768650928,0.28653967793251
280,24,878,26,791,4,2003,0.2003,0.33784105699398054,0.09147526598981354,0.2868987516154351
282,24,881,26,797,4,2014,0.2014,0.3396246108099985,0.09222502322448681,0.2874147499470108
283,24,881,26,802,4,2020,0.202,0.34057242311702174,0.09159881132113143,0.2883459198125908
285,24,884,27,805,4,2029,0.2029,0.341639724360494,0.09250214659354243,0.2879751298593242
286,24,889,27,805,4,2035,0.2035,0.34223006457389143,0.09187929504425668,0.28708751677053
286,24,892,27,806,4,2039,0.2039,0.3429244254354711,0.09194259672697336,0.287024094906201
288,24,896,27,812,4,2051,0.2051,0.3434539242006299,0.09159408909194745,0.2874243981947527
288,24,897,27,815,4,2055,0.2055,0.3444165078846034,0.09136774230129131,0.28807802854660025
289,24,899,27,817,4,2060,0.206,0.3450189482259453,0.09151098665640556,0.28802196340234437
289,24,900,27,818,4,2062,0.2062,0.3453150463344638,0.09168132809329382,0.28816837647563814
290,24,902,28,822,4,2070,0.207,0.3459303269264585,0.09207372267717438,0.28850868516571176
291,25,902,28,826,4,2076,0.2076,0.3474698557630091,0.09398868944154853,0.28881443669278095
292,26,903,28,829,4,2082,0.2082,0.34771549230683846,0.09363598616225936,0.28876507542802504
294,26,905,28,832,4,2089,0.2089,0.34836260077036313,0.09364521137104008,0.2886118654193021
294,27,907,28,834,4,2094,0.2094,0.3486297999323812,0.09340826643421006,0.28855549203579905
295,27,908,28,835,4,2097,0.2097,0.34944833209749676,0.09425171190696649,0.2883560299128032
296,27,910,28,838,4,2103,0.2103,0.34899434216426123,0.09333323853231079,0.28854689575882464
296,27,911,28,842,4,2108,0.2108,0.34894945194090493,0.09318092422001412,0.289425943150162
296,27,914,28,844,4,2113,0.2113,0.3500946695285871,0.09357798482898684,0.28960526211995746
296,27,920,28,851,4,2126,0.2126,0.352638144446054,0.09431767026517635,0.29068861827953363
297,27,920,28,856,4,2132,0.2132,0.3536294834534271,0.09505677278593815,0.29155685191306757
298,27,921,29,860,4,2139,0.2139,0.3550934805848236,0.0947623224211483,0.2919742502284491
300,27,922,29,860,4,2142,0.2142,0.35562891547704634,0.09471429227360904,0.2911995596944211
300,27,924,30,860,4,2145,0.2145,0.35628987981997784,0.09439057964509082,0.2908931422683135
304,27,926,31,863,4,2155,0.2155,0.35760946619051587,0.09555783405923836,0.289968415967546
304,27,927,31,868,4,2161,0.2161,0.3573800896751337,0.0949064825330194,0.2910589464818904
304,27,927,31,869,4,2162,0.2162,0.357422969263247,0.09498022464799871,0.2912963944812848
305,28,932,31,871,4,2171,0.2171,0.3582289962995357,0.09409448881961302,0.290601713705112
305,28,935,31,873,4,2176,0.2176,0.358608721085722,0.09391484316352244,0.29077296097365046
308,28,936,31,874,4,2181,0.2181,0.3583766228672149,0.09372735853718635,0.2899189050268138
308,28,939,31,879,4,2189,0.2189,0.35904292070272864,0.0929422961220587,0.2907965280106664
